Shape_Leng,Shape_Area,ADM0_EN,ADM0_PCODE,ADM0_REF,ADM0ALT1EN,ADM0ALT2EN,date,validOn,validTo,_sum
44.05241328,48.0987561,Kenya,KE,,,,03/11/2017,31/10/2019,,918345.4553
