Shape_Leng,Shape_Area,ADM0_EN,ADM0_PCODE,ADM0_REF,ADM0ALT1EN,ADM0ALT2EN,date,validOn,validTo,_sum
44.05241328200,48.09875609950,Kenya,KE,,,,2017/11/03,2019/10/31,,12386.7653238613
